subj_code,eval,prompt,prompt_uuid,res_A,res_B,left_response,right_response,final_answer,is_correct,space_rt,choice_rt,justification
A1T96MBX54027C,minimal,The sauce is on the table. Ali turns on the stove. The sauce gets BLANK.,7ba8e937-510d-512c-ac3a-9877388c0eec,colder,warmer,colder,warmer,warmer,0,1480.7000000029802,3574.0,
A1T96MBX54027C,minimal,The mug is on the table. Ali bumps the lamp. The mug BLANK.,81e84bb2-9f95-5bbd-bbe3-af94794b6123,doesn't break,breaks,doesn't break,breaks,breaks,0,4113.09999999404,1687.0,
A1T96MBX54027C,minimal,The laptop is on the floor. Ali bumps the table. The laptop BLANK.,88059c09-088b-5009-bafd-b7e931442077,doesn't break,breaks,doesn't break,breaks,doesn't break,1,3394.9000000059605,2256.5,
A1T96MBX54027C,minimal,The tea is on the table. Ali turns on the stove. The tea gets BLANK.,f4d79629-266b-5267-8ea1-847001b48e5a,colder,warmer,warmer,colder,warmer,0,3398.5,1429.4000000059605,
A1T96MBX54027C,minimal,The empty carton is on the table. Ali knocks the carton over. The table is BLANK.,6bb50e85-6ac5-52a5-b623-32e416664177,dry,wet,dry,wet,wet,0,3939.800000011921,1973.0,
A1T96MBX54027C,minimal,The painting is North of Ali. Ali turns around. The painting is BLANK Ali.,64e3f33d-f1bb-5469-960d-6b974ada7e0a,North of,South of,South of,North of,South of,0,4316.70000000298,1573.0,
A1T96MBX54027C,minimal,The vase is North of Ali. Ali turns around. The vase is BLANK Ali.,a3aa7fe8-9da6-5cc8-8664-c4fd06944bd2,North of,South of,North of,South of,South of,0,3733.09999999404,1488.300000011921,
A1T96MBX54027C,minimal,The plate is on the floor. Ali bumps the table. The plate BLANK.,746aa902-d880-5b36-add1-a3457a31beb3,doesn't break,breaks,doesn't break,breaks,doesn't break,1,3532.4000000059605,2244.0,
A1T96MBX54027C,minimal,The plate is on the table. Ali bumps the lamp. The plate BLANK.,aaa1f7f2-1b97-5138-9daa-38fb1bd7bc25,doesn't break,breaks,doesn't break,breaks,doesn't break,1,2558.0,1450.199999988079,
A1T96MBX54027C,minimal,The empty cup is on the table. Ali knocks the cup over. The table is BLANK.,e6aecef6-eb29-5c41-a462-92c423095047,dry,wet,dry,wet,wet,0,4694.399999991059,1164.4000000059605,
A1T96MBX54027C,minimal,The dog is North of Ali. Ali turns around. The dog is BLANK Ali.,51f91196-934d-5ef1-b798-f0d70fe6a0c2,North of,South of,North of,South of,South of,0,2656.9000000059605,979.2000000029802,
A1T96MBX54027C,minimal,The empty jug is on the table. Ali fills the sink. The jug is BLANK.,654f6276-9e9e-52c2-867d-b66c3aa70976,dry,wet,dry,wet,dry,1,2927.29999999702,1826.800000011921,
A1TOR2L7RRFMCQ,minimal,The empty glass is on the table. Ali knocks the glass over. The table is BLANK.,03be173e-02aa-5a79-968a-ce8ea00117d3,dry,wet,wet,dry,wet,0,6672.79999999702,1460.39999999851,
A1TOR2L7RRFMCQ,minimal,The vase is on the floor. Ali bumps the table. The vase BLANK.,b981d9fe-77c9-531c-afc1-fc37c2d11e04,doesn't break,breaks,breaks,doesn't break,doesn't break,1,3647.3000000044703,4770.39999999851,
A1TOR2L7RRFMCQ,minimal,The empty glass is on the table. Ali fills the sink. The glass is BLANK.,34ea25b7-8077-5b64-bc1b-17e62828dfb0,dry,wet,dry,wet,dry,1,7122.69999999553,2877.8000000044703,
A1TOR2L7RRFMCQ,minimal,The porridge is on the table. Ali turns on the stove. The porridge gets BLANK.,2b80b416-13b1-5a5a-9b61-4c40aac5cf9e,colder,warmer,warmer,colder,warmer,0,3722.0,1608.10000000149,
A1TOR2L7RRFMCQ,minimal,The vase is on the table. Ali bumps the lamp. The vase BLANK.,2f76e57c-aad0-59fa-99e3-ad747c8c14d1,doesn't break,breaks,breaks,doesn't break,breaks,0,2999.20000000298,1041.6999999955297,
A1TOR2L7RRFMCQ,minimal,The empty glass is on the table. Ali knocks the glass over. The table is BLANK.,03be173e-02aa-5a79-968a-ce8ea00117d3,dry,wet,dry,wet,dry,1,3190.29999999702,4712.29999999702,
A1TOR2L7RRFMCQ,minimal,The empty cup is on the table. Ali fills the sink. The cup is BLANK.,01ab1e92-2477-582f-a9a9-917cb2a0983b,dry,wet,wet,dry,dry,1,5393.19999999553,1210.5,
A1TOR2L7RRFMCQ,minimal,The statue is North of Ali. Ali turns around. The statue is BLANK Ali.,54f3455a-0981-5b04-b253-5891eb7c16e5,North of,South of,South of,North of,South of,0,3093.0,718.0,
A1TOR2L7RRFMCQ,minimal,The empty mug is on the table. Ali knocks the mug over. The table is BLANK.,7f7d49b6-0545-5dd9-9166-80fc48a498e7,dry,wet,dry,wet,dry,1,1481.7999999970198,3555.79999999702,
A1TOR2L7RRFMCQ,minimal,The glass is on the table. Ali bumps the lamp. The glass BLANK.,4c8e019f-3f91-5c88-bdea-d68026fd0446,doesn't break,breaks,doesn't break,breaks,doesn't break,1,3966.60000000149,1133.3000000044703,
A1TOR2L7RRFMCQ,minimal,The painting is North of Ali. Ali turns around. The painting is BLANK Ali.,64e3f33d-f1bb-5469-960d-6b974ada7e0a,North of,South of,North of,South of,South of,0,3238.6999999955297,420.2000000029802,
A1TOR2L7RRFMCQ,minimal,The soup is on the table. Ali turns on the stove. The soup gets BLANK.,43bffc24-3955-522c-a74b-5fd4b204d283,colder,warmer,colder,warmer,warmer,0,1164.2999999970198,267.8999999985099,
A1TOR2L7RRFMCQ,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,doesn't break,breaks,breaks,0,870.7000000029802,431.29999999701977,
A1ZGF9EMMDL6XI,minimal,The empty bowl is on the table. Ali knocks the bowl over. The table is BLANK.,06b16899-ccf7-506d-b8e7-c094839d0ed7,dry,wet,wet,dry,dry,1,2173.0,17046.0,
A1ZGF9EMMDL6XI,minimal,The empty flask is on the table. Ali knocks the flask over. The table is BLANK.,4d25e5cd-4b9f-54f6-abe2-eafde27f21c2,dry,wet,dry,wet,dry,1,16808.0,4705.0,
A1ZGF9EMMDL6XI,minimal,The empty kettle is on the table. Ali fills the sink. The kettle is BLANK.,335be0e6-a5ed-5801-80f1-5c6cab349d24,dry,wet,dry,wet,dry,1,1521.0,9216.0,
A1ZGF9EMMDL6XI,minimal,The book is North of Ali. Ali turns around. The book is BLANK Ali.,68d84e25-fe4e-5077-a48e-f046d48af2fc,North of,South of,South of,North of,North of,1,4863.0,3449.0,
A1ZGF9EMMDL6XI,minimal,The chicken is on the table. Ali turns on the stove. The chicken gets BLANK.,6fbad9b4-9231-5796-a9b4-b8e8fb940654,colder,warmer,warmer,colder,warmer,0,1237.0,7938.0,
A1ZGF9EMMDL6XI,minimal,The empty jar is on the table. Ali fills the sink. The jar is BLANK.,637372ba-bac0-5ffc-95af-27467657d0b0,dry,wet,dry,wet,dry,1,935.0,6196.0,
A1ZGF9EMMDL6XI,minimal,The ornament is on the floor. Ali bumps the table. The ornament BLANK.,e5ae0bb2-4f9a-5c05-8a70-d24d352debe0,doesn't break,breaks,doesn't break,breaks,breaks,0,997.0,7160.0,
A1ZGF9EMMDL6XI,minimal,The curry is on the table. Ali turns on the stove. The curry gets BLANK.,b0f42dcc-e0f5-5341-907b-8832326e0521,colder,warmer,colder,warmer,warmer,0,2546.0,3357.0,
A1ZGF9EMMDL6XI,minimal,The portrait is on the table. Ali bumps the lamp. The portrait BLANK.,887ddffd-f870-51c3-a4da-9d16882413d5,doesn't break,breaks,breaks,doesn't break,breaks,0,5744.0,2249.0,
A1ZGF9EMMDL6XI,minimal,The computer is North of Ali. Ali turns around. The computer is BLANK Ali.,40691f9e-5ca7-5c21-98cb-f1f3e90fece7,North of,South of,North of,South of,North of,1,765.0,4366.0,
A1ZGF9EMMDL6XI,minimal,The candle is on the table. Ali bumps the lamp. The candle BLANK.,0edfc764-15dc-56a4-97f0-79696d42e604,doesn't break,breaks,doesn't break,breaks,doesn't break,1,19586.0,2096.0,
A1ZGF9EMMDL6XI,minimal,The tablet is on the floor. Ali bumps the table. The tablet BLANK.,c746580e-0ddd-5f98-b93a-f4cca7c1f161,doesn't break,breaks,doesn't break,breaks,breaks,0,1602.0,2007.0,
A1ZGF9EMMDL6XI,minimal,The chicken is on the table. Ali turns on the stove. The chicken gets BLANK.,6fbad9b4-9231-5796-a9b4-b8e8fb940654,colder,warmer,colder,warmer,warmer,0,13964.0,2954.0,
A1ZGF9EMMDL6XI,minimal,The chicken is on the table. Ali turns on the stove. The chicken gets BLANK.,6fbad9b4-9231-5796-a9b4-b8e8fb940654,colder,warmer,,,warmer,-1,,,"The stove typically increases heat in the vicinity, and since the v\chicken is on the table"
A1ZGF9EMMDL6XI,minimal,The ornament is on the floor. Ali bumps the table. The ornament BLANK.,e5ae0bb2-4f9a-5c05-8a70-d24d352debe0,doesn't break,breaks,doesn't break,breaks,breaks,0,3262.0,6425.0,
A1ZGF9EMMDL6XI,minimal,The ornament is on the floor. Ali bumps the table. The ornament BLANK.,e5ae0bb2-4f9a-5c05-8a70-d24d352debe0,doesn't break,breaks,,,breaks,-1,,,When Ali bumps the table and the ornament is on the floor
A1ZGF9EMMDL6XI,minimal,The curry is on the table. Ali turns on the stove. The curry gets BLANK.,b0f42dcc-e0f5-5341-907b-8832326e0521,colder,warmer,colder,warmer,colder,1,2122.0,3827.0,
A1ZGF9EMMDL6XI,minimal,The curry is on the table. Ali turns on the stove. The curry gets BLANK.,b0f42dcc-e0f5-5341-907b-8832326e0521,colder,warmer,,,colder,-1,,,The curry stays on the table away from the stove's heat.
A1ZGF9EMMDL6XI,minimal,The portrait is on the table. Ali bumps the lamp. The portrait BLANK.,887ddffd-f870-51c3-a4da-9d16882413d5,doesn't break,breaks,breaks,doesn't break,breaks,0,13486.0,2575.0,
A1ZGF9EMMDL6XI,minimal,The portrait is on the table. Ali bumps the lamp. The portrait BLANK.,887ddffd-f870-51c3-a4da-9d16882413d5,doesn't break,breaks,,,breaks,-1,,,"When Ali bumps the lamp, It implies a physical disturbance that could cause the portrait on the table to fall or get damaged"
A1ZGF9EMMDL6XI,minimal,The computer is North of Ali. Ali turns around. The computer is BLANK Ali.,40691f9e-5ca7-5c21-98cb-f1f3e90fece7,North of,South of,South of,North of,North of,1,2201.0,4388.0,
A1ZGF9EMMDL6XI,minimal,The computer is North of Ali. Ali turns around. The computer is BLANK Ali.,40691f9e-5ca7-5c21-98cb-f1f3e90fece7,North of,South of,,,North of,-1,,,"When Ali turns around, the direction that was North of Ali becomes South of Ali."
A1ZGF9EMMDL6XI,minimal,The candle is on the table. Ali bumps the lamp. The candle BLANK.,0edfc764-15dc-56a4-97f0-79696d42e604,doesn't break,breaks,breaks,doesn't break,doesn't break,1,1882.0,3552.0,
A1ZGF9EMMDL6XI,minimal,The candle is on the table. Ali bumps the lamp. The candle BLANK.,0edfc764-15dc-56a4-97f0-79696d42e604,doesn't break,breaks,,,doesn't break,-1,,,"Ali bumped the lamp, not the candle"
A1ZGF9EMMDL6XI,minimal,The tablet is on the floor. Ali bumps the table. The tablet BLANK.,c746580e-0ddd-5f98-b93a-f4cca7c1f161,doesn't break,breaks,breaks,doesn't break,breaks,0,2150.0,2707.0,
A1ZGF9EMMDL6XI,minimal,The tablet is on the floor. Ali bumps the table. The tablet BLANK.,c746580e-0ddd-5f98-b93a-f4cca7c1f161,doesn't break,breaks,,,breaks,-1,,,When Ali bumps the table and the tablet is on the floor next to or under the table
A2FCGEU5RTEWG8,minimal,The gumbo is on the table. Ali turns on the stove. The gumbo gets BLANK.,052dddd5-a2cf-5e97-90ed-7e2d2e91f62e,colder,warmer,warmer,colder,warmer,0,6212.100000000093,2959.2000000001863,
A2FCGEU5RTEWG8,minimal,The ornament is on the table. Ali bumps the lamp. The ornament BLANK.,95cf280f-0045-5691-9286-ca2825f711f3,doesn't break,breaks,doesn't break,breaks,breaks,0,5134.399999999907,2228.0999999996275,
A2FCGEU5RTEWG8,minimal,The empty pitcher is on the table. Ali knocks the pitcher over. The table is BLANK.,ce777ad4-6e7f-5a27-bd97-42231b86b999,dry,wet,wet,dry,wet,0,3522.899999999907,3250.7000000001863,
A2FCGEU5RTEWG8,minimal,The empty jar is on the table. Ali knocks the jar over. The table is BLANK.,d0c6d46f-fa2f-5c0a-93d2-5ebf343adfef,dry,wet,wet,dry,dry,1,5082.100000000093,1606.1000000000931,
A2FCGEU5RTEWG8,minimal,The sculpture is on the floor. Ali bumps the table. The sculpture BLANK.,6837d037-fd89-5325-945f-ec953cdaf8fc,doesn't break,breaks,breaks,doesn't break,doesn't break,1,3618.80000000028,5205.200000000186,
A2FCGEU5RTEWG8,minimal,The emtpy can is on the table. Ali fills the sink. The can is BLANK.,23582299-2316-5e9e-a72f-ef1038bc4df3,dry,wet,dry,wet,dry,1,3290.0,3780.200000000186,
A2FCGEU5RTEWG8,minimal,The house is North of Ali. Ali turns around. The house is BLANK Ali.,168b3f9d-5c7e-5e03-948e-a8b96b9e08a7,North of,South of,South of,North of,North of,1,4164.5,8339.600000000093,
A2FCGEU5RTEWG8,minimal,The empty flask is on the table. Ali fills the sink. The flask is BLANK.,9727b31c-2a14-5db5-9980-0074c623524f,dry,wet,wet,dry,dry,1,5136.100000000093,1448.6000000000931,
A2FCGEU5RTEWG8,minimal,The chili is on the table. Ali turns on the stove. The chili gets BLANK.,688b9409-948b-5506-a5bd-8f72bd8f0cdd,colder,warmer,warmer,colder,colder,1,4222.799999999814,2367.6999999997206,
A2FCGEU5RTEWG8,minimal,The tablet is on the table. Ali bumps the lamp. The tablet BLANK.,1859f2b1-26a2-5a64-959f-fab9926dbb6d,doesn't break,breaks,breaks,doesn't break,doesn't break,1,7295.300000000279,1658.0,
A2FCGEU5RTEWG8,minimal,The mountain is North of Ali. Ali turns around. The mountain is BLANK Ali.,cbe70172-4bc2-5518-ae97-53e795d58f6a,North of,South of,South of,North of,North of,1,8893.299999999814,5177.799999999814,
A2FCGEU5RTEWG8,minimal,The lamp is on the floor. Ali bumps the table. The lamp BLANK.,730042f0-d8b0-5c6c-8bf7-410416a84eb5,doesn't break,breaks,doesn't break,breaks,doesn't break,1,5062.200000000186,1592.4000000003723,
A2FCZEGDG5K5YF,minimal,The ornament is on the floor. Ali bumps the table. The ornament BLANK.,e5ae0bb2-4f9a-5c05-8a70-d24d352debe0,doesn't break,breaks,breaks,doesn't break,doesn't break,1,10770.0,7404.0,
A2FCZEGDG5K5YF,minimal,The tablet is on the floor. Ali bumps the table. The tablet BLANK.,c746580e-0ddd-5f98-b93a-f4cca7c1f161,doesn't break,breaks,doesn't break,breaks,doesn't break,1,12781.0,2083.0,
A2FCZEGDG5K5YF,minimal,The empty flask is on the table. Ali knocks the flask over. The table is BLANK.,4d25e5cd-4b9f-54f6-abe2-eafde27f21c2,dry,wet,dry,wet,wet,0,5220.0,3062.0,
A2FCZEGDG5K5YF,minimal,The chicken is on the table. Ali turns on the stove. The chicken gets BLANK.,6fbad9b4-9231-5796-a9b4-b8e8fb940654,colder,warmer,colder,warmer,warmer,0,11147.0,3750.0,
A2FCZEGDG5K5YF,minimal,The empty kettle is on the table. Ali fills the sink. The kettle is BLANK.,335be0e6-a5ed-5801-80f1-5c6cab349d24,dry,wet,wet,dry,wet,0,6694.0,4599.0,
A2FCZEGDG5K5YF,minimal,The computer is North of Ali. Ali turns around. The computer is BLANK Ali.,40691f9e-5ca7-5c21-98cb-f1f3e90fece7,North of,South of,North of,South of,South of,0,13325.0,1703.0,
A2FCZEGDG5K5YF,minimal,The candle is on the table. Ali bumps the lamp. The candle BLANK.,0edfc764-15dc-56a4-97f0-79696d42e604,doesn't break,breaks,breaks,doesn't break,doesn't break,1,7056.0,4272.0,
A2FCZEGDG5K5YF,minimal,The curry is on the table. Ali turns on the stove. The curry gets BLANK.,b0f42dcc-e0f5-5341-907b-8832326e0521,colder,warmer,warmer,colder,colder,1,9454.0,3466.0,
A2FCZEGDG5K5YF,minimal,The book is North of Ali. Ali turns around. The book is BLANK Ali.,68d84e25-fe4e-5077-a48e-f046d48af2fc,North of,South of,South of,North of,South of,0,14679.0,2561.0,
A2FCZEGDG5K5YF,minimal,The empty jar is on the table. Ali fills the sink. The jar is BLANK.,637372ba-bac0-5ffc-95af-27467657d0b0,dry,wet,wet,dry,dry,1,12695.0,1917.0,
A2FCZEGDG5K5YF,minimal,The portrait is on the table. Ali bumps the lamp. The portrait BLANK.,887ddffd-f870-51c3-a4da-9d16882413d5,doesn't break,breaks,doesn't break,breaks,breaks,0,22270.0,2793.0,
A2FCZEGDG5K5YF,minimal,The empty bowl is on the table. Ali knocks the bowl over. The table is BLANK.,06b16899-ccf7-506d-b8e7-c094839d0ed7,dry,wet,dry,wet,wet,0,8810.0,18198.0,
A1ZQO2P2V2JZ45,minimal,The chicken is on the table. Ali turns on the stove. The chicken gets BLANK.,6fbad9b4-9231-5796-a9b4-b8e8fb940654,colder,warmer,colder,warmer,warmer,0,5606.899999856949,2261.9000000953674,
A1ZQO2P2V2JZ45,minimal,The empty flask is on the table. Ali knocks the flask over. The table is BLANK.,4d25e5cd-4b9f-54f6-abe2-eafde27f21c2,dry,wet,wet,dry,wet,0,717.4000000953674,3410.599999904633,
A1ZQO2P2V2JZ45,minimal,The book is North of Ali. Ali turns around. The book is BLANK Ali.,68d84e25-fe4e-5077-a48e-f046d48af2fc,North of,South of,North of,South of,North of,1,5742.799999952316,1541.7999999523165,
A1ZQO2P2V2JZ45,minimal,The computer is North of Ali. Ali turns around. The computer is BLANK Ali.,40691f9e-5ca7-5c21-98cb-f1f3e90fece7,North of,South of,South of,North of,North of,1,4523.599999904633,1186.7999999523165,
A1ZQO2P2V2JZ45,minimal,The ornament is on the floor. Ali bumps the table. The ornament BLANK.,e5ae0bb2-4f9a-5c05-8a70-d24d352debe0,doesn't break,breaks,breaks,doesn't break,breaks,0,4584.0,1124.7999999523165,
A1ZQO2P2V2JZ45,minimal,The portrait is on the table. Ali bumps the lamp. The portrait BLANK.,887ddffd-f870-51c3-a4da-9d16882413d5,doesn't break,breaks,breaks,doesn't break,breaks,0,3843.5,948.8999998569489,
A1ZQO2P2V2JZ45,minimal,The candle is on the table. Ali bumps the lamp. The candle BLANK.,0edfc764-15dc-56a4-97f0-79696d42e604,doesn't break,breaks,breaks,doesn't break,breaks,0,3301.700000047684,831.2000000476837,
A1ZQO2P2V2JZ45,minimal,The tablet is on the floor. Ali bumps the table. The tablet BLANK.,c746580e-0ddd-5f98-b93a-f4cca7c1f161,doesn't break,breaks,doesn't break,breaks,breaks,0,3115.0,896.7000000476837,
A1ZQO2P2V2JZ45,minimal,The empty jar is on the table. Ali fills the sink. The jar is BLANK.,637372ba-bac0-5ffc-95af-27467657d0b0,dry,wet,wet,dry,dry,1,4487.200000047684,1627.7999999523165,
A1ZQO2P2V2JZ45,minimal,The empty bowl is on the table. Ali knocks the bowl over. The table is BLANK.,06b16899-ccf7-506d-b8e7-c094839d0ed7,dry,wet,dry,wet,wet,0,3159.5,780.6000001430511,
A1ZQO2P2V2JZ45,minimal,The curry is on the table. Ali turns on the stove. The curry gets BLANK.,b0f42dcc-e0f5-5341-907b-8832326e0521,colder,warmer,colder,warmer,warmer,0,2785.5,1256.5,
A1ZQO2P2V2JZ45,minimal,The empty kettle is on the table. Ali fills the sink. The kettle is BLANK.,335be0e6-a5ed-5801-80f1-5c6cab349d24,dry,wet,wet,dry,dry,1,3452.599999904633,1738.7999999523165,
A21Y7K669KM1PR,minimal,The lake is North of Ali. Ali turns around. The lake is BLANK Ali.,9c900f5c-ba5e-50dd-ad14-ff2e930698e4,North of,South of,South of,North of,South of,0,7154.599999964237,1031.399999976158,
A21Y7K669KM1PR,minimal,The empty container is on the table. Ali fills the sink. The container is BLANK.,8e3a22ae-91ba-581e-9943-23bcec0a345d,dry,wet,wet,dry,dry,1,5062.200000047684,2222.300000011921,
A21Y7K669KM1PR,minimal,The phone is on the table. Ali bumps the lamp. The phone BLANK.,2828fd38-836b-534a-a861-283f930b7d39,doesn't break,breaks,doesn't break,breaks,doesn't break,1,5296.800000011921,1660.300000011921,
A21Y7K669KM1PR,minimal,The phone is on the floor. Ali bumps the table. The phone BLANK.,a0089e09-ecb1-5910-97f4-de47ef22bfcd,doesn't break,breaks,doesn't break,breaks,breaks,0,2752.600000023842,1324.800000011921,
A21Y7K669KM1PR,minimal,The stew is on the table. Ali turns on the stove. The stew gets BLANK.,03c79cd5-cadc-5704-b773-cdd109719ae3,colder,warmer,colder,warmer,colder,1,3437.600000023842,1494.7000000476835,
A21Y7K669KM1PR,minimal,The empty bottle is on the table. Ali knocks the bottle over. The table is BLANK.,f1c8f5cb-5ef5-5bd2-b1ae-37722af5ab13,dry,wet,dry,wet,wet,0,6389.600000023842,2087.300000011921,
A21Y7K669KM1PR,minimal,The city is North of Ali. Ali turns around. The city is BLANK Ali.,d67a4a6d-bc61-537a-8b65-178cf81511b2,North of,South of,South of,North of,South of,0,5900.300000011921,951.3000000119208,
A21Y7K669KM1PR,minimal,The pot is on the floor. Ali bumps the table. The pot BLANK.,0318a66a-6207-5568-9d40-200aa1786c0b,doesn't break,breaks,breaks,doesn't break,doesn't break,1,3195.099999964237,1324.5,
A21Y7K669KM1PR,minimal,The empty bottle is on the table. Ali fills the sink. The bottle is BLANK.,f20343fe-adbf-5f1f-984e-58ee5b7c2b91,dry,wet,wet,dry,dry,1,2832.100000023842,1056.100000023842,
A21Y7K669KM1PR,minimal,The mirror is on the table. Ali bumps the lamp. The mirror BLANK.,cc6308c4-fe93-592d-bd7c-c3c3495dfb04,doesn't break,breaks,doesn't break,breaks,doesn't break,1,2216.599999964237,1252.4000000357628,
A21Y7K669KM1PR,minimal,The empty pot is on the table. Ali knocks the pot over. The table is BLANK.,3bc3df7d-a91c-5999-8bb6-788efd21d35e,dry,wet,dry,wet,wet,0,2789.5,2424.0,
A21Y7K669KM1PR,minimal,The rice is on the table. Ali turns on the stove. The rice gets BLANK.,ff215e3b-d72f-5802-b7c5-e74b4bbbdb7c,colder,warmer,warmer,colder,colder,1,2852.600000023842,1045.9000000357628,
A2UF2FRGVW4T89,minimal,The vase is North of Ali. Ali turns around. The vase is BLANK Ali.,a3aa7fe8-9da6-5cc8-8664-c4fd06944bd2,North of,South of,North of,South of,North of,1,8023.40000000596,4271.399999976158,
A2UF2FRGVW4T89,minimal,The dog is North of Ali. Ali turns around. The dog is BLANK Ali.,51f91196-934d-5ef1-b798-f0d70fe6a0c2,North of,South of,North of,South of,South of,0,431.90000000596046,12144.20000001788,
A2UF2FRGVW4T89,minimal,The plate is on the table. Ali bumps the lamp. The plate BLANK.,aaa1f7f2-1b97-5138-9daa-38fb1bd7bc25,doesn't break,breaks,breaks,doesn't break,breaks,0,759.5,9055.80000001192,
A2UF2FRGVW4T89,minimal,The empty jug is on the table. Ali fills the sink. The jug is BLANK.,654f6276-9e9e-52c2-867d-b66c3aa70976,dry,wet,wet,dry,dry,1,687.8000000119209,6384.0,
A2UF2FRGVW4T89,minimal,The empty cup is on the table. Ali knocks the cup over. The table is BLANK.,e6aecef6-eb29-5c41-a462-92c423095047,dry,wet,dry,wet,wet,0,1335.4000000059605,5759.799999982119,
A2UF2FRGVW4T89,minimal,The painting is North of Ali. Ali turns around. The painting is BLANK Ali.,64e3f33d-f1bb-5469-960d-6b974ada7e0a,North of,South of,South of,North of,North of,1,703.5,17056.19999998808,
A2UF2FRGVW4T89,minimal,The sauce is on the table. Ali turns on the stove. The sauce gets BLANK.,7ba8e937-510d-512c-ac3a-9877388c0eec,colder,warmer,colder,warmer,warmer,0,559.6999999880791,6479.700000017881,
A2UF2FRGVW4T89,minimal,The laptop is on the floor. Ali bumps the table. The laptop BLANK.,88059c09-088b-5009-bafd-b7e931442077,doesn't break,breaks,doesn't break,breaks,breaks,0,583.9000000059605,5495.9000000059605,
A2UF2FRGVW4T89,minimal,The tea is on the table. Ali turns on the stove. The tea gets BLANK.,f4d79629-266b-5267-8ea1-847001b48e5a,colder,warmer,warmer,colder,warmer,0,863.5,4992.299999982119,
A2UF2FRGVW4T89,minimal,The empty carton is on the table. Ali knocks the carton over. The table is BLANK.,6bb50e85-6ac5-52a5-b623-32e416664177,dry,wet,dry,wet,wet,0,487.6999999880791,6719.9000000059605,
A2UF2FRGVW4T89,minimal,The plate is on the floor. Ali bumps the table. The plate BLANK.,746aa902-d880-5b36-add1-a3457a31beb3,doesn't break,breaks,doesn't break,breaks,breaks,0,855.6999999880791,17584.09999999404,
A2UF2FRGVW4T89,minimal,The empty pitcher is on the table. Ali fills the sink. The pitcher is BLANK.,ee9b763e-9f9e-59f8-9bc5-1c6e2075abae,dry,wet,dry,wet,dry,1,21639.89999997616,1927.4000000059605,
A2UF2FRGVW4T89,minimal,The mug is on the table. Ali bumps the lamp. The mug BLANK.,81e84bb2-9f95-5bbd-bbe3-af94794b6123,doesn't break,breaks,breaks,doesn't break,breaks,0,847.5999999940395,12824.0,
A20AJJVYCRN9GQ,minimal,The man is North of Ali. Ali turns around. The man is BLANK Ali.,42f4e9ba-3d9f-52aa-aa48-aaf77bdffda2,North of,South of,South of,North of,North of,1,594.0,8574.0,
A20AJJVYCRN9GQ,minimal,The ocean is North of Ali. Ali turns around. The ocean is BLANK Ali.,8e94a295-1159-50a9-9ebf-d12558060a5d,North of,South of,South of,North of,North of,1,745.0,652.0,
A20AJJVYCRN9GQ,minimal,The empty mug is on the table. Ali fills the sink. The mug is BLANK.,36794563-6ac8-5075-8df5-b2ecbd8f8c8b,dry,wet,dry,wet,wet,0,226.0,373.0,
A20AJJVYCRN9GQ,minimal,The glass is on the floor. Ali bumps the table. The glass BLANK.,2a5f6d9c-8b03-5fe5-8a19-87971947d204,doesn't break,breaks,doesn't break,breaks,breaks,0,172.0,1720.0,
A20AJJVYCRN9GQ,minimal,The mug is on the floor. Ali bumps the table. The mug BLANK.,af3ddb77-e0ef-5dc6-a71f-322ffe4f1f53,doesn't break,breaks,doesn't break,breaks,doesn't break,1,294.0,1107.0,
A20AJJVYCRN9GQ,minimal,The empty vase is on the table. Ali fills the sink. The vase is BLANK.,608b5972-0b7e-5142-995f-b84143ea7b33,dry,wet,wet,dry,dry,1,275.0,213.0,
A20AJJVYCRN9GQ,minimal,The empty can is on the table. Ali knocks the can over. The table is BLANK.,7b0ff26b-5f65-57c0-b1e1-7dac2ab25032,dry,wet,dry,wet,dry,1,110.0,744.0,
A20AJJVYCRN9GQ,minimal,The broth is on the table. Ali turns on the stove. The broth gets BLANK.,304f867c-d22c-5f80-8b58-04c39ecc54c7,colder,warmer,colder,warmer,colder,1,995.0,2296.0,
A20AJJVYCRN9GQ,minimal,The jar is on the table. Ali bumps the lamp. The jar BLANK.,ca149acc-4333-5d4e-9b73-b3954089e0b3,doesn't break,breaks,breaks,doesn't break,doesn't break,1,179.0,308.0,
A20AJJVYCRN9GQ,minimal,The empty thermos is on the table. Ali knocks the thermos over. The table is BLANK.,504496f0-2b75-5a26-8866-95cbb113f5a4,dry,wet,dry,wet,wet,0,144.0,680.0,
A20AJJVYCRN9GQ,minimal,The bottle is on the table. Ali bumps the lamp. The bottle BLANK.,8e5290bc-3ba2-56b3-b1c5-33531c9a12ae,doesn't break,breaks,breaks,doesn't break,breaks,0,1085.0,750.0,
A20AJJVYCRN9GQ,minimal,The clock is on the floor. Ali bumps the table. The clock BLANK.,581ab406-6472-5213-8fa5-924e54aadbbb,doesn't break,breaks,doesn't break,breaks,breaks,0,309.0,296.0,
A20AJJVYCRN9GQ,minimal,The coffee is on the table. Ali turns on the stove. The coffee gets BLANK.,aad29bfa-c5cb-5d6a-9c3f-296137723195,colder,warmer,warmer,colder,colder,1,642.0,403.0,
