subj_code,eval,session,prompt,prompt_uuid,res_A,res_B,left_response,right_response,final_answer,is_correct,space_rt,choice_rt,justification,prompt_type,category
A32LUYR0VTA3DF,retest,1,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is West of Ali.,20c122a7-ab2c-5966-b297-c5040adfe23e,West of,North of,North of,West of,West of,1,3725.70000000298,26372.79999999702,,context,geocentric_distant
A32LUYR0VTA3DF,retest,1,Ali is BLANK of Milwaukee. Ali walks East. Ali is getting further from Milwaukee.,d49f1d3c-5027-5233-ac07-8710c3e3b449,East,West,West,East,East,1,12726.20000000298,40658.20000000298,,context,geocentric_distant
A32LUYR0VTA3DF,retest,1,Ali is South of Milwaukee. Ali walks North. Ali is getting BLANK Milwaukee.,21a31cff-69cd-5fb6-aa15-b02b298e738a,closer to,further from,closer to,further from,further from,0,2749.0,17317.10000000894,,target,geocentric_distant
A32LUYR0VTA3DF,retest,1,The statue is BLANK Ali. Ali walks South. The statue is West of Ali.,53eb0547-cabf-5f87-bb4d-eeb9eb0e29ca,West of,North of,North of,West of,West of,1,17783.90000000596,19408.0,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is East of Ali.,b9877f9e-1fa9-545f-ac6d-fe640fc90d29,East of,South of,East of,South of,South of,0,9516.0,23448.5,,context,geocentric_distant
A32LUYR0VTA3DF,retest,1,The painting is BLANK Ali. Ali turns left. The painting is South of Ali.,b470477e-c9cf-5a97-a47c-98dd08229c8e,South of,East of,South of,East of,South of,1,3462.5999999940395,14881.19999998808,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,The box is BLANK Ali. Ali turns around. The box is North of Ali.,cdb36630-3e0a-5c82-9cdf-40f72ff02544,North of,South of,North of,South of,South of,0,12055.10000000894,10181.89999999106,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,The box is BLANK Ali. Ali turns around. The box is South of Ali.,c571fc7a-710d-59d5-a140-4564ef29503a,South of,North of,South of,North of,North of,0,2007.70000000298,7327.59999999404,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,The painting is BLANK Ali. Ali turns right. The painting is West of Ali.,df69c89a-abfd-5c88-b5fa-7baaa5a6d4de,West of,North of,North of,West of,North of,0,10625.39999999106,1159.5,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,The box is North of Ali. Ali turns around. The box is BLANK Ali.,ba1c054b-7213-5f8e-bf33-019a9a67c091,North of,South of,South of,North of,South of,0,4191.399999991059,974.8999999910592,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,Mark is facing East. Mark turns 90 degrees to his right. Mark is facing BLANK.,815c9fc1-43f2-5386-90fa-6c0db0268448,South,North,North,South,South,1,16671.60000000894,9713.29999999702,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,The statue is BLANK Ali. Ali walks East. The statue is South of Ali.,8252c422-568f-56ae-a206-72dd86dd7b40,South of,West of,West of,South of,West of,0,11315.80000001192,42937.5,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,Ali is East of Milwaukee. Ali walks East. Ali is getting BLANK Milwaukee.,322374e3-84ec-5bc6-9a25-6ed40685fec2,further from,closer to,further from,closer to,closer to,0,11151.0,9652.20000000298,,target,geocentric_distant
A32LUYR0VTA3DF,retest,1,Ali is BLANK of Milwaukee. Ali walks West. Ali is getting closer to Milwaukee.,ecba7770-0edf-5558-834c-89382aa91d3c,East,West,East,West,West,0,12891.29999999702,5142.79999999702,,context,geocentric_distant
A32LUYR0VTA3DF,retest,1,The painting is South of Ali. Ali turns right. The painting is BLANK Ali.,210a7a1b-215f-574d-96be-bb4575d7df97,South of,West of,South of,West of,West of,0,19638.19999998808,11022.09999999404,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,The statue is North of Ali. Ali walks East. The statue is BLANK of Ali.,53b9d39a-77d2-590e-9013-2041416cf80e,North of,West of,West of,North of,West of,0,12166.29999999702,2703.800000011921,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,Ali is BLANK of Milwaukee. Ali walks South. Ali is getting further from Milwaukee.,d254416b-1414-500b-a96f-e13cb28c20dc,South,North,South,North,North,0,7456.09999999404,24329.09999999404,,context,geocentric_distant
A32LUYR0VTA3DF,retest,1,The painting is North of Ali. Ali turns left. The painting is BLANK Ali.,bdee18b4-ee23-5b20-bae4-65648a17a7e7,North of,West of,West of,North of,West of,0,10597.79999999702,4968.4000000059605,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,The painting is East of Ali. Ali turns left. The painting is BLANK Ali.,1524fa21-bce4-5af0-9fdc-6a1ff52e8db6,East of,North of,North of,East of,North of,0,75322.89999999106,6114.399999991059,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,The statue is West of Ali. Ali walks South. The statue is BLANK of Ali.,b98ce98d-a5c6-5c6e-92a3-473ae5b1df40,West of,North of,West of,North of,North of,0,12435.29999999702,1295.300000011921,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,The painting is BLANK Ali. Ali turns left. The painting is North of Ali.,6e349340-1734-5b6c-94b3-79765fdef94d,North of,West of,North of,West of,West of,0,13919.5,13616.0,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is South of Ali.,5d911c67-0b83-55ee-8134-8ce38b110d99,South of,East of,South of,East of,East of,0,27095.69999998808,1319.6000000089407,,context,geocentric_distant
A32LUYR0VTA3DF,retest,1,The statue is East of Ali. Ali walks North. The statue is BLANK of Ali.,84f02edd-6bd8-5f19-8279-4ada591a8a0b,East of,South of,South of,East of,South of,0,16229.90000000596,19101.40000000596,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is North of Ali.,77cc2803-02b1-54af-a10d-fb663433d4ec,North of,West of,West of,North of,West of,0,2094.5,50402.19999998808,,context,geocentric_distant
A32LUYR0VTA3DF,retest,1,Ali is BLANK of Milwaukee. Ali walks North. Ali is getting closer to Milwaukee.,10ca4a05-1305-559c-8e2c-dfbf1794f86d,South,North,South,North,South,1,1855.4000000059605,29201.20000000298,,context,geocentric_distant
A32LUYR0VTA3DF,retest,1,The statue is North of Ali. Ali walks West. The statue is BLANK of Ali.,509b8364-1a32-5e7f-93c8-449b551718c5,North of,East of,East of,North of,North of,1,3555.9000000059605,40883.5,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,The painting is BLANK Ali. Ali turns around. The painting is South of Ali.,57cc77e0-a299-5a13-85a3-20664a0f6ef1,South of,North of,South of,North of,North of,0,10781.10000000894,4816.5,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is West of Ali.,5971347d-237f-515b-b782-01ff47f5650a,West of,East of,East of,West of,East of,0,3172.29999999702,37777.89999999106,,context,geocentric_distant
A32LUYR0VTA3DF,retest,1,The painting is South of Ali. Ali turns around. The painting is BLANK Ali.,de7d1dc5-03dc-52ca-8424-ff56dbd5e0d7,South of,North of,South of,North of,North of,0,2194.4000000059605,2919.79999999702,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,The painting is BLANK Ali. Ali turns left. The painting is East of Ali.,6739b82c-779d-5d65-91f9-d9be398a0575,East of,North of,North of,East of,North of,0,2024.1000000089407,32347.29999999702,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,Milwaukee is North of Ali. Ali turns around. Milwaukee is BLANK Ali.,5ee8a7e5-a2c1-5a21-b180-f0a7a538e6be,North of,South of,South of,North of,South of,0,608.0,4813.199999988079,,target,geocentric_distant
A32LUYR0VTA3DF,retest,1,The painting is West of Ali. Ali turns around. The painting is BLANK Ali.,f40523d5-45d1-5f96-b162-ae6520bf7202,West of,East of,East of,West of,East of,0,6046.800000011921,1182.7999999970198,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,The statue is BLANK Ali. Ali walks North. The statue is East of Ali.,c0571aef-9e9a-5c28-8136-16cf5969f8c4,East of,South of,South of,East of,South of,0,25030.70000000298,7616.29999999702,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,The painting is West of Ali. Ali turns right. The painting is BLANK Ali.,9d469069-c214-567d-a48d-359883082244,West of,North of,West of,North of,West of,1,10317.0,14245.89999999106,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,Mark is facing North. Mark turns 90 degrees to his right. Mark is facing BLANK.,4684617b-bc66-5458-84f2-0a4ff0a561ac,East,West,East,West,East,1,10490.90000000596,2536.79999999702,,target,geocentric_near
A32LUYR0VTA3DF,retest,1,The box is BLANK Ali. Ali turns around. The box is West of Ali.,54597470-4866-5387-8c1a-5629d30b67d7,West of,East of,West of,East of,East of,0,7557.09999999404,1271.5,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,Milwaukee is North of Ali. Ali turns left. Milwaukee is BLANK Ali.,4ec6ce58-d4e5-5258-9721-9abd60a41155,North of,West of,North of,West of,West of,0,6802.4000000059605,2301.70000000298,,target,geocentric_distant
A32LUYR0VTA3DF,retest,1,The painting is BLANK of Ali. Ali turns around. The painting is West of Ali.,a22b454f-f1c2-51cf-a7f3-f1d55dc1383d,West of,East of,West of,East of,East of,0,15008.5,2022.20000000298,,context,geocentric_near
A32LUYR0VTA3DF,retest,1,Milwaukee is West of Ali. Ali turns right. Milwaukee is BLANK Ali.,ab393531-7a45-54be-8745-da5f51d0a854,West of,North of,West of,North of,West of,1,1783.0,9313.59999999404,,target,geocentric_distant
A32LUYR0VTA3DF,retest,1,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is West of Ali.,aeefbdde-433a-5ea8-93fd-c5b5c1788a6e,West of,South of,West of,South of,South of,0,14127.59999999404,1102.699999988079,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is West of Ali.,20c122a7-ab2c-5966-b297-c5040adfe23e,West of,North of,North of,West of,West of,1,1631.3999999910593,13586.90000000596,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is West of Ali.,20c122a7-ab2c-5966-b297-c5040adfe23e,West of,North of,,,West of,-1,,,I got that answer wrong the answer should east.,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,Ali is South of Milwaukee. Ali walks North. Ali is getting BLANK Milwaukee.,21a31cff-69cd-5fb6-aa15-b02b298e738a,closer to,further from,further from,closer to,closer to,1,24837.09999999404,1142.2999999970198,,target,geocentric_distant
A32LUYR0VTA3DF,retest,2,Ali is South of Milwaukee. Ali walks North. Ali is getting BLANK Milwaukee.,21a31cff-69cd-5fb6-aa15-b02b298e738a,closer to,further from,,,closer to,-1,,,the answer should further away.,target,geocentric_distant
A32LUYR0VTA3DF,retest,2,The statue is BLANK Ali. Ali walks South. The statue is West of Ali.,53eb0547-cabf-5f87-bb4d-eeb9eb0e29ca,West of,North of,West of,North of,North of,0,53190.79999999702,71793.29999999702,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is BLANK Ali. Ali walks South. The statue is West of Ali.,53eb0547-cabf-5f87-bb4d-eeb9eb0e29ca,West of,North of,,,North of,-1,,,I'm not good at this.,context,geocentric_near
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is East of Ali.,b9877f9e-1fa9-545f-ac6d-fe640fc90d29,East of,South of,East of,South of,South of,0,32385.60000000894,31841.09999999404,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is East of Ali.,b9877f9e-1fa9-545f-ac6d-fe640fc90d29,East of,South of,,,South of,-1,,,i don't know when is this survey over,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,The painting is BLANK Ali. Ali turns left. The painting is South of Ali.,b470477e-c9cf-5a97-a47c-98dd08229c8e,South of,East of,East of,South of,East of,0,2088.29999999702,102441.69999998808,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is BLANK Ali. Ali turns left. The painting is South of Ali.,b470477e-c9cf-5a97-a47c-98dd08229c8e,South of,East of,,,East of,-1,,,i don't know,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The box is BLANK Ali. Ali turns around. The box is North of Ali.,cdb36630-3e0a-5c82-9cdf-40f72ff02544,North of,South of,North of,South of,South of,0,14480.79999999702,13453.59999999404,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The box is BLANK Ali. Ali turns around. The box is North of Ali.,cdb36630-3e0a-5c82-9cdf-40f72ff02544,North of,South of,,,South of,-1,,,Because he turns around,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The box is BLANK Ali. Ali turns around. The box is South of Ali.,c571fc7a-710d-59d5-a140-4564ef29503a,South of,North of,North of,South of,North of,0,3418.20000000298,33928.0,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The box is BLANK Ali. Ali turns around. The box is South of Ali.,c571fc7a-710d-59d5-a140-4564ef29503a,South of,North of,,,North of,-1,,,"Ali turns around.
",context,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is BLANK Ali. Ali turns right. The painting is West of Ali.,df69c89a-abfd-5c88-b5fa-7baaa5a6d4de,West of,North of,North of,West of,North of,0,5905.79999999702,10986.40000000596,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is BLANK Ali. Ali turns right. The painting is West of Ali.,df69c89a-abfd-5c88-b5fa-7baaa5a6d4de,West of,North of,,,North of,-1,,,Ali travels north and turns right.,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The box is North of Ali. Ali turns around. The box is BLANK Ali.,ba1c054b-7213-5f8e-bf33-019a9a67c091,North of,South of,South of,North of,South of,0,4069.5,1774.2999999970198,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The box is North of Ali. Ali turns around. The box is BLANK Ali.,ba1c054b-7213-5f8e-bf33-019a9a67c091,North of,South of,,,South of,-1,,,the answer should  be north,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is BLANK Ali. Ali walks East. The statue is South of Ali.,8252c422-568f-56ae-a206-72dd86dd7b40,South of,West of,South of,West of,South of,1,8483.5,7126.0,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is BLANK Ali. Ali walks East. The statue is South of Ali.,8252c422-568f-56ae-a206-72dd86dd7b40,South of,West of,,,South of,-1,,,the answer should be north,context,geocentric_near
A32LUYR0VTA3DF,retest,2,Ali is East of Milwaukee. Ali walks East. Ali is getting BLANK Milwaukee.,322374e3-84ec-5bc6-9a25-6ed40685fec2,further from,closer to,closer to,further from,closer to,0,14304.29999999702,1134.7999999970198,,target,geocentric_distant
A32LUYR0VTA3DF,retest,2,Ali is East of Milwaukee. Ali walks East. Ali is getting BLANK Milwaukee.,322374e3-84ec-5bc6-9a25-6ed40685fec2,further from,closer to,,,closer to,-1,,,Ali walks East,target,geocentric_distant
A32LUYR0VTA3DF,retest,2,Ali is BLANK of Milwaukee. Ali walks West. Ali is getting closer to Milwaukee.,ecba7770-0edf-5558-834c-89382aa91d3c,East,West,East,West,East,1,6670.300000011921,14080.0,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,Ali is BLANK of Milwaukee. Ali walks West. Ali is getting closer to Milwaukee.,ecba7770-0edf-5558-834c-89382aa91d3c,East,West,,,East,-1,,,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,The painting is South of Ali. Ali turns right. The painting is BLANK Ali.,210a7a1b-215f-574d-96be-bb4575d7df97,South of,West of,South of,West of,West of,0,1647.2000000029802,52878.29999999702,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is South of Ali. Ali turns right. The painting is BLANK Ali.,210a7a1b-215f-574d-96be-bb4575d7df97,South of,West of,,,West of,-1,,,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is North of Ali. Ali walks East. The statue is BLANK of Ali.,53b9d39a-77d2-590e-9013-2041416cf80e,North of,West of,West of,North of,West of,0,14845.5,15117.89999999106,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is North of Ali. Ali walks East. The statue is BLANK of Ali.,53b9d39a-77d2-590e-9013-2041416cf80e,North of,West of,,,West of,-1,,,N/a,target,geocentric_near
A32LUYR0VTA3DF,retest,2,Ali is BLANK of Milwaukee. Ali walks South. Ali is getting further from Milwaukee.,d254416b-1414-500b-a96f-e13cb28c20dc,South,North,South,North,North,0,13376.0,1318.2999999970198,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,Ali is BLANK of Milwaukee. Ali walks South. Ali is getting further from Milwaukee.,d254416b-1414-500b-a96f-e13cb28c20dc,South,North,,,North,-1,,,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,The painting is North of Ali. Ali turns left. The painting is BLANK Ali.,bdee18b4-ee23-5b20-bae4-65648a17a7e7,North of,West of,West of,North of,West of,0,17005.09999999404,8627.20000000298,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is North of Ali. Ali turns left. The painting is BLANK Ali.,bdee18b4-ee23-5b20-bae4-65648a17a7e7,North of,West of,,,West of,-1,,,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is East of Ali. Ali turns left. The painting is BLANK Ali.,1524fa21-bce4-5af0-9fdc-6a1ff52e8db6,East of,North of,North of,East of,East of,1,12764.70000000298,41921.90000000596,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is East of Ali. Ali turns left. The painting is BLANK Ali.,1524fa21-bce4-5af0-9fdc-6a1ff52e8db6,East of,North of,,,East of,-1,,,"n/a
",target,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is West of Ali. Ali walks South. The statue is BLANK of Ali.,b98ce98d-a5c6-5c6e-92a3-473ae5b1df40,West of,North of,North of,West of,North of,0,5218.0,29951.29999999702,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is West of Ali. Ali walks South. The statue is BLANK of Ali.,b98ce98d-a5c6-5c6e-92a3-473ae5b1df40,West of,North of,,,North of,-1,,,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is BLANK Ali. Ali turns left. The painting is North of Ali.,6e349340-1734-5b6c-94b3-79765fdef94d,North of,West of,West of,North of,West of,0,1578.0999999940395,39863.70000000298,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is BLANK Ali. Ali turns left. The painting is North of Ali.,6e349340-1734-5b6c-94b3-79765fdef94d,North of,West of,,,West of,-1,,,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is South of Ali.,5d911c67-0b83-55ee-8134-8ce38b110d99,South of,East of,East of,South of,East of,0,3295.29999999702,60608.60000000894,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is South of Ali.,5d911c67-0b83-55ee-8134-8ce38b110d99,South of,East of,,,East of,-1,,,"n/a
",context,geocentric_distant
A32LUYR0VTA3DF,retest,2,The statue is East of Ali. Ali walks North. The statue is BLANK of Ali.,84f02edd-6bd8-5f19-8279-4ada591a8a0b,East of,South of,East of,South of,South of,0,24273.20000000298,19711.10000000894,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is East of Ali. Ali walks North. The statue is BLANK of Ali.,84f02edd-6bd8-5f19-8279-4ada591a8a0b,East of,South of,,,South of,-1,,,"n/a
",target,geocentric_near
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is North of Ali.,77cc2803-02b1-54af-a10d-fb663433d4ec,North of,West of,North of,West of,West of,0,35111.70000000298,19913.29999999702,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is North of Ali.,77cc2803-02b1-54af-a10d-fb663433d4ec,North of,West of,,,West of,-1,,,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,The statue is North of Ali. Ali walks West. The statue is BLANK of Ali.,509b8364-1a32-5e7f-93c8-449b551718c5,North of,East of,East of,North of,East of,0,1446.2000000029802,59431.10000000894,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is North of Ali. Ali walks West. The statue is BLANK of Ali.,509b8364-1a32-5e7f-93c8-449b551718c5,North of,East of,,,East of,-1,,,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is BLANK Ali. Ali turns around. The painting is South of Ali.,57cc77e0-a299-5a13-85a3-20664a0f6ef1,South of,North of,South of,North of,North of,0,25767.79999999702,13375.0,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is BLANK Ali. Ali turns around. The painting is South of Ali.,57cc77e0-a299-5a13-85a3-20664a0f6ef1,South of,North of,,,North of,-1,,,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is West of Ali.,5971347d-237f-515b-b782-01ff47f5650a,West of,East of,West of,East of,East of,0,13278.5,7951.40000000596,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is West of Ali.,5971347d-237f-515b-b782-01ff47f5650a,West of,East of,,,East of,-1,,,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,The painting is South of Ali. Ali turns around. The painting is BLANK Ali.,de7d1dc5-03dc-52ca-8424-ff56dbd5e0d7,South of,North of,North of,South of,North of,0,6329.20000000298,11607.10000000894,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is South of Ali. Ali turns around. The painting is BLANK Ali.,de7d1dc5-03dc-52ca-8424-ff56dbd5e0d7,South of,North of,,,North of,-1,,,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is BLANK Ali. Ali turns left. The painting is East of Ali.,6739b82c-779d-5d65-91f9-d9be398a0575,East of,North of,North of,East of,North of,0,5894.5,43540.29999999702,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is BLANK Ali. Ali turns left. The painting is East of Ali.,6739b82c-779d-5d65-91f9-d9be398a0575,East of,North of,,,North of,-1,,,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,Milwaukee is North of Ali. Ali turns around. Milwaukee is BLANK Ali.,5ee8a7e5-a2c1-5a21-b180-f0a7a538e6be,North of,South of,North of,South of,South of,0,18868.0,1295.1000000089407,,target,geocentric_distant
A32LUYR0VTA3DF,retest,2,Milwaukee is North of Ali. Ali turns around. Milwaukee is BLANK Ali.,5ee8a7e5-a2c1-5a21-b180-f0a7a538e6be,North of,South of,,,South of,-1,,,,target,geocentric_distant
A32LUYR0VTA3DF,retest,2,The painting is West of Ali. Ali turns around. The painting is BLANK Ali.,f40523d5-45d1-5f96-b162-ae6520bf7202,West of,East of,West of,East of,West of,1,2985.9000000059605,27251.90000000596,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is West of Ali. Ali turns around. The painting is BLANK Ali.,f40523d5-45d1-5f96-b162-ae6520bf7202,West of,East of,,,West of,-1,,,"n/a
",target,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is BLANK Ali. Ali walks North. The statue is East of Ali.,c0571aef-9e9a-5c28-8136-16cf5969f8c4,East of,South of,East of,South of,South of,0,1797.5999999940395,34753.5,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The statue is BLANK Ali. Ali walks North. The statue is East of Ali.,c0571aef-9e9a-5c28-8136-16cf5969f8c4,East of,South of,,,South of,-1,,,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,Mark is facing North. Mark turns 90 degrees to his right. Mark is facing BLANK.,4684617b-bc66-5458-84f2-0a4ff0a561ac,East,West,West,East,East,1,7691.70000000298,6702.79999999702,,target,geocentric_near
A32LUYR0VTA3DF,retest,2,Mark is facing North. Mark turns 90 degrees to his right. Mark is facing BLANK.,4684617b-bc66-5458-84f2-0a4ff0a561ac,East,West,,,East,-1,,,"n/a
",target,geocentric_near
A32LUYR0VTA3DF,retest,2,The box is BLANK Ali. Ali turns around. The box is West of Ali.,54597470-4866-5387-8c1a-5629d30b67d7,West of,East of,East of,West of,East of,0,28130.79999999702,10174.09999999404,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The box is BLANK Ali. Ali turns around. The box is West of Ali.,54597470-4866-5387-8c1a-5629d30b67d7,West of,East of,,,East of,-1,,,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,Milwaukee is North of Ali. Ali turns left. Milwaukee is BLANK Ali.,4ec6ce58-d4e5-5258-9721-9abd60a41155,North of,West of,North of,West of,North of,1,4137.20000000298,11778.29999999702,,target,geocentric_distant
A32LUYR0VTA3DF,retest,2,Milwaukee is North of Ali. Ali turns left. Milwaukee is BLANK Ali.,4ec6ce58-d4e5-5258-9721-9abd60a41155,North of,West of,,,North of,-1,,,,target,geocentric_distant
A32LUYR0VTA3DF,retest,2,The painting is BLANK of Ali. Ali turns around. The painting is West of Ali.,a22b454f-f1c2-51cf-a7f3-f1d55dc1383d,West of,East of,East of,West of,East of,0,1720.199999988079,72235.09999999404,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,The painting is BLANK of Ali. Ali turns around. The painting is West of Ali.,a22b454f-f1c2-51cf-a7f3-f1d55dc1383d,West of,East of,,,East of,-1,,,,context,geocentric_near
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is West of Ali.,aeefbdde-433a-5ea8-93fd-c5b5c1788a6e,West of,South of,West of,South of,West of,1,3633.099999994039,41031.0,,context,geocentric_distant
A32LUYR0VTA3DF,retest,2,Milwaukee is BLANK Ali. Ali turns left. Milwaukee is West of Ali.,aeefbdde-433a-5ea8-93fd-c5b5c1788a6e,West of,South of,,,West of,-1,,,,context,geocentric_distant
A36A780ODXBDEH,retest,1,The painting is East of Ali. Ali turns around. The painting is BLANK Ali.,039eef21-48ea-5f03-97a8-50099c8411f3,East of,West of,East of,West of,West of,0,4384.0,6151.699999988079,,target,geocentric_near
A36A780ODXBDEH,retest,1,The painting is BLANK Ali. Ali turns left. The painting is West of Ali.,6748370c-52c8-5597-b79f-c9a2e0e485d4,West of,South of,South of,West of,West of,1,3351.400000035763,10799.599999964235,,context,geocentric_near
A36A780ODXBDEH,retest,1,The statue is BLANK Ali. Ali walks South. The statue is East of Ali.,654f3246-8a02-5b35-998c-05ad57e525bc,East of,North of,North of,East of,East of,1,9064.0,9871.0,,context,geocentric_near
A36A780ODXBDEH,retest,1,Ali is East of Milwaukee. Ali walks West. Ali is getting BLANK Milwaukee.,074db133-5b7c-5b64-bf17-595f0672a13e,closer to,further from,closer to,further from,closer to,1,10343.899999976158,751.3000000119209,,target,geocentric_distant
A36A780ODXBDEH,retest,1,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is North of Ali.,d1003ff7-62f8-5266-b577-0992f8f5f4a6,North of,East of,East of,North of,East of,0,2471.599999964237,10482.30000001192,,context,geocentric_distant
A36A780ODXBDEH,retest,1,The painting is North of Ali. Ali turns around. The painting is BLANK Ali.,64e3f33d-f1bb-5469-960d-6b974ada7e0a,North of,South of,North of,South of,South of,0,6500.600000023842,671.6999999880791,,target,geocentric_near
A36A780ODXBDEH,retest,1,The box is South of Ali. Ali turns around. The box is BLANK Ali.,87863690-da01-5035-a227-bad8f7e6a8a3,South of,North of,South of,North of,North of,0,2255.800000011921,744.0,,target,geocentric_near
A36A780ODXBDEH,retest,1,The painting is BLANK Ali. Ali turns right. The painting is South of Ali.,9066630c-6525-5574-b5bc-3cbff1f62ccd,South of,West of,West of,South of,West of,0,15128.80000001192,1173.699999988079,,context,geocentric_near
A36A780ODXBDEH,retest,1,Milwaukee is BLANK Ali. Ali turns around. Milwaukee is South of Ali.,6f6037ad-89d1-53c6-9b58-e857b51d6d83,South of,North of,North of,South of,North of,0,7824.0,472.10000002384186,,context,geocentric_distant
