prompt_uuid,prompt,accuracy,accuracy_sd,n_subjects,space_rt_mean,space_rt_sd,choice_rt_mean,choice_rt_sd,category,prompt_type,a,b,bin,prompt_format
d0c74fc1-5415-5c34-82c4-0883d87ab239,Chicago is left of Ali. Ali turns around. Chicago is BLANK Ali.,0.1111111111111111,0.8323523637957304,18,2753.0384615585926,3191.460424727807,5575.853846159379,3870.388567408821,egocentric_distant,target,right of,left of,2,target
d0f6e14f-c11f-5129-a06d-757d2ef1f3e0,The box is next to the ball. Ali puts the BLANK. the ball is larger than the box.,0.16,0.8504900548115384,25,2582.8722222486717,2593.7908360574847,13836.027777772397,17954.69530060797,relative_pos,context,box inside the ball,ball inside the box,1,context
d1003ff7-62f8-5266-b577-0992f8f5f4a6,Milwaukee is BLANK Ali. Ali turns right. Milwaukee is North of Ali.,0.15384615384615385,0.8006407690254357,13,4573.289999997243,5185.703104683051,14674.77000000067,7982.888232678905,geocentric_distant,context,North of,East of,3,context
d2172169-bc46-53a4-b15d-1427bee617a3,Mark is to the left of Ali. Mark looks to his left and Ali looks to his right. Ali is facing BLANK Mark.,0.2608695652173913,0.8643121965600912,23,2446.1176470439223,2895.8316806512285,6137.3470588293585,5675.018986649268,two_refs_egocentric,target,away from,towards,3,target
d254416b-1414-500b-a96f-e13cb28c20dc,Ali is BLANK of Milwaukee. Ali walks South. Ali is getting further from Milwaukee.,0.0,0.7801894976054939,24,5284.0294117592275,5151.27171710782,7771.100000002148,7410.389989565489,geocentric_distant,context,South,North,2,context
d49f1d3c-5027-5233-ac07-8710c3e3b449,Ali is BLANK of Milwaukee. Ali walks East. Ali is getting further from Milwaukee.,0.13636363636363635,0.8335497554466649,22,5214.706250006333,4782.412127856226,9851.212499987101,11872.269686395304,geocentric_distant,context,East,West,4,context
d68fd4fa-114f-58ff-922b-8ba73bc38c68,Ali is BLANK the wagon. Ali pulls on the wagon. The wagon doesn't move.,0.0,0.7510676161988108,40,3416.610344827689,3088.1988976872167,11050.441379300222,26595.959916314147,action_nonfollows,context,in,outside,4,context
d7036c0b-8b82-5d23-a012-57ae1b59e7bc,The bowling ball is close to Ali. Ali throws the bowling ball. The bowling ball is BLANK Ali.,0.0625,0.7719024117939607,16,2166.166666643849,2204.2221370924385,5510.8166666289135,4275.251164757256,action_nonfollows,target,close to,far from,1,target
d7c6e00b-4c44-5369-ac36-15cf71d8f6b8,Mark is East of Ali facing East. Ali is West of Mark facing West. Mark is facing BLANK Ali.,0.2222222222222222,0.8782037520219095,18,8602.161538456352,15759.244861749592,4167.384615431396,4158.6054908815295,two_refs_geocentric,target,away from,towards,2,target
d85b86e6-538e-59bf-9eb9-7d30d754f01d,The box is East of Ali. Ali turns around. The box is BLANK Ali.,0.0,0.7302967433402214,16,4409.750000002488,4054.5910544873745,12814.375000000931,24452.987006462823,geocentric_near,target,East of,West of,4,target
d8873371-c599-505f-a895-9df8ff3d5ebd,Milwaukee is South of Mark. Mark goes BLANK. Milwaukee is Southeast of Mark.,0.0,0.7947194142390263,20,4084.3571428562113,7062.847519098196,16514.528571449817,25177.211735284756,two_refs_geocentric,context,West,East,2,context
d88cd359-fee1-5421-b204-da79447cd71c,Mark is BLANK of Ali facing East. Ali is East of Mark facing West. Mark is facing towards Ali.,0.35714285714285715,0.8418973861410954,14,6119.781818181954,8327.698426907062,12158.145454563963,15096.951983332434,two_refs_geocentric,context,West,East,3,context
d91e34a1-58ec-5efe-bd1d-3da56dfe0d5c,Ali is BLANK painting. Ali turns around. Ali is behind the painting.,0.045454545454545456,0.8056355415402252,44,3951.6322580746587,4083.866092256869,8953.87419354459,12197.983146157849,egocentric_near,context,behind,in front of,4,context
da7ca003-81b2-5c22-8a25-edaf430f013d,Ali is facing BLANK Chicago. Ali turns left. Chicago is left of Ali.,0.0,0.7453559924999299,19,3986.828571397703,4902.274951403262,30391.864285695,80908.35695953417,egocentric_distant,context,away from,towards,2,context
daae5815-074e-5b9c-a1b7-d2704748305c,The book is BLANK the table. Ali moves the table. The book doesn't move.,0.2222222222222222,0.8782037520219095,18,2833.7307692405125,2967.4218575544805,5865.392307672077,3845.1710478908763,action_nonfollows,context,under,on,1,context
dcec3e75-40eb-54de-bb48-ea58e65342e2,Chicago is BLANK Ali. Ali turns right. Chicago is right of Ali.,0.0,0.816496580927726,22,4434.626666675012,3697.1514991879917,8487.33333334575,5653.4865615015415,egocentric_distant,context,behind,in front of,4,context
dd671270-af76-5c47-b413-f83302e3de3a,Ali is facing Chicago. Ali turns right. Chicago is BLANK Ali.,0.2,0.8944271909999157,20,2736.964285738991,2724.257976233631,5415.621428570577,3942.1985414677356,egocentric_distant,target,left of,right of,4,target
dddb2cfa-31e1-5083-8686-43d95ab369ea,Ali is BLANK the painting. Ali turns around. Ali is right of the painting.,-0.20833333333333334,0.6580053301400783,24,3500.0312500283108,3860.7203182471453,7842.293749990218,5327.413636427305,egocentric_near,context,right of,left of,1,context
de7d1dc5-03dc-52ca-8424-ff56dbd5e0d7,The painting is South of Ali. Ali turns around. The painting is BLANK Ali.,0.13636363636363635,0.8335497554466649,22,6759.199999991804,15443.941797653457,5230.1187499989755,4799.7113624635895,geocentric_near,target,South of,North of,2,target
deba861b-2296-5137-a8b7-9d7504d90d47,Mark is facing North and Ali is facing BLANK. Mark turns 90 degrees to his right. Mark and Ali are facing the same direction.,0.5,0.8548504142651104,14,4492.372727319429,7535.024183495283,17744.05454541887,32968.11943336563,two_refs_geocentric,context,East,West,4,context
df69c89a-abfd-5c88-b5fa-7baaa5a6d4de,The painting is BLANK Ali. Ali turns right. The painting is West of Ali.,0.0,0.7801894976054939,24,6444.4882352966815,11643.526909985472,7828.4647058934415,10733.410510288539,geocentric_near,context,West of,North of,2,context
e0a90fc5-4ebc-567a-bbc8-8bd5d3b008ec,Ali is holding the tennis ball and the ping pong ball. Ali BLANK the ping pong ball. The ping pong ball is further from the tennis ball.,0.42857142857142855,0.870139561876632,21,3000.5687500007916,2751.004615951301,6431.456249988638,5558.190102330111,relative_pos,context,drops,picks up,1,context
e23f07b1-bdfa-5969-9480-74020b4ede21,Milwaukee is South of Mark. Mark goes West. Mark is BLANK of Milwaukee.,-0.05,0.7591546545162482,20,4118.078571433002,6201.122386639492,11292.057142859858,12825.595944095128,two_refs_geocentric,target,Northest,Southeast,3,target
e3167ab6-40cb-5215-b251-5e89847de025,Ali is left of the painting. Ali turns around. Ali is BLANK the painting.,0.05555555555555555,0.790820349635001,36,3462.223076919237,5306.722154219195,9679.392307687265,7097.856906236759,egocentric_near,target,left of,right of,4,target
e35d39b7-29e7-5f8f-89c1-1daa34e84ebd,Milwaukee is South of Mark. Mark goes BLANK. Mark is Northeast of Milwaukee.,-0.15,0.6708203932499369,20,5646.95714283688,6418.637518358673,9944.35000000954,10084.736685775299,two_refs_geocentric,context,West,East,3,context
e370550d-ab15-5ae2-b47f-7b94238ca644,The ball is resting on top of the box. Ali pushes the box forward. The ball is BLANK the box.,0.6666666666666666,0.778498944161523,12,4206.450000017881,3588.481293509263,7502.019999992102,6446.255736600236,action_nonfollows,target,on top of,below,2,target
e558cc86-f7fb-53e8-a6d0-b663f3736066,Mark and Ali are both facing BLANK. Ali turns to his right. Ali is facing away from Mark.,0.21739130434782608,0.8504823091062899,23,2878.0647058927398,3456.57326027921,13702.152941197157,16813.003774385077,two_refs_egocentric,context,left,right,2,context
e5deed13-5822-5717-897b-4a0ac2a78615,Chicago is BLANK Ali. Ali turns around. Chicago is right of Ali.,0.2777777777777778,0.8947924869885988,18,3466.323076893217,3411.9065593839505,11433.123076921758,10164.082192059175,egocentric_distant,context,left of,right of,2,context
e6dd6cf2-8418-56eb-be84-4808492be4b9,Milwaukee is West of Ali. Ali turns around. Milwaukee is BLANK Ali.,0.0,0.816496580927726,19,5304.669230772039,4202.079152317559,10152.600000001199,9295.100362647612,geocentric_distant,target,West of,East of,2,target
e71a3a3e-4266-5822-8098-4001479aa3d8,Milwaukee is East of Ali. Ali turns around. Milwaukee is BLANK Ali.,-0.058823529411764705,0.747545001596402,17,3332.3416666698954,3164.792821726045,16349.516666665053,15212.237078317245,geocentric_distant,target,East of,West of,1,target
e7a0ff83-cb27-54fe-bcf5-24d5d5f5b950,Mark is facing BLANK and Ali is facing West. Mark turns around. Mark is facing West.,0.42857142857142855,0.85163062725264,14,3582.8272727275776,5949.042083749016,10085.799999983727,17069.697092736875,two_refs_geocentric,context,East,West,4,context
e9045eb2-8977-5b55-a497-b208a72d84e3,Ali is holding the tennis ball and the ping pong ball is on the floor. Ali BLANK the ping pong ball. The ping pong ball is closer to the tennis ball.,-0.08,0.7023769168568492,25,4243.1333333680195,3551.4956183952904,10328.938888885908,8444.223444734142,relative_pos,context,drops,picks up,4,context
e9cd54e4-b0c0-5fb6-b31f-9d48dd2f95be,The box is next to the ball. Ali puts the box inside the ball. the ball is BLANK the box.,0.2413793103448276,0.9124211282466753,29,3199.09500000719,3015.5813283492616,9584.265000059455,7343.15944381928,relative_pos,target,larger than,smaller than,2,target
ead989ef-2c5a-5676-a32c-f2f2055cae2d,The painting is to Ali's right. The painting is moved right. The painting is to Ali's BLANK.,0.35294117647058826,0.8486121625899218,34,4723.653846136653,6262.8686082541535,6649.65384614668,9187.225176909724,egocentric_near,target,right,left,3,target
eae220a6-b112-595b-8808-41aaec2e4f3d,The ball is five feet from the box. Ali moves the box. The ball BLANK.,0.225,0.8619447302169193,40,4361.982758614012,4320.301486921412,7034.034482745516,9208.045044469594,action_nonfollows,target,doesn't move,moves,2,target
ecba7770-0edf-5558-834c-89382aa91d3c,Ali is BLANK of Milwaukee. Ali walks West. Ali is getting closer to Milwaukee.,0.0,0.7801894976054939,24,5945.341176483671,5791.152797057537,8661.17647058703,9923.692438725104,geocentric_distant,context,East,West,3,context
ecf1bbc5-92d2-5b77-9ebe-7090991e3b5d,Chicago is behind Ali. Ali turns right. Chicago is BLANK Ali.,0.10638297872340426,0.8401356658869341,47,3741.430303034908,4286.223092611315,10878.693939400668,15765.280342687365,egocentric_distant,target,right of,left of,4,target
ecf7b885-f68f-5217-ad5e-060cd2931386,Mark is BLANK Ali. Mark walks backwards. Mark is getting further from Ali.,0.13043478260869565,0.8148813536665075,23,1637.2352941242211,1311.7542414481663,8281.852941205616,6420.730501270341,two_refs_egocentric,context,behind,in front of,1,context
ee32b476-c535-542e-91e6-7f3a2a64fe12,The ball is BLANK the box. The ball moves right. The ball is higher than the box.,0.5,0.8944271909999159,16,4096.733333360094,4741.917970535521,7894.10000000149,3778.69000651504,action_nonfollows,context,above,under,3,context
f296bfa3-3f6c-55b1-b35b-190dfe359ebd,The painting is West of Ali. Ali turns left. The painting is BLANK Ali.,0.0,0.7669649888473704,18,8345.123076921767,16414.431711052406,8440.5461538454,7489.943794466112,geocentric_near,target,West of,South of,2,target
f40523d5-45d1-5f96-b162-ae6520bf7202,The painting is West of Ali. Ali turns around. The painting is BLANK Ali.,0.3181818181818182,0.8937009000226522,22,6116.931250009686,6678.751290068253,6047.724999986356,8765.55524298497,geocentric_near,target,West of,East of,4,target
f4266518-1793-5186-bc8d-ae526e9a43f9,Ali is facing BLANK Mark. Ali turns around. Ali is facing away from Mark.,0.42105263157894735,0.8377078165833911,19,2458.4666666912535,2243.3929226333435,7208.47333338807,7159.043463427816,two_refs_egocentric,context,towards,away from,2,context
f5993fbe-e095-503a-8913-5bae1684dcbb,The statue is BLANK Ali. Ali walks North. The statue is West of Ali.,0.05263157894736842,0.8481145238787242,19,8060.9076923086095,10833.812721020935,17041.53846154131,21006.97739313849,geocentric_near,context,West of,South of,1,context
f7802c6b-6603-57cf-876b-586d4f097a2f,The ball is close to Ali. Ali throws the BLANK. The ball is close to Ali.,0.05555555555555555,0.802365782965103,18,6109.176923082998,11275.065189251205,10177.753846157342,13196.714707362486,action_nonfollows,context,box,ball,4,context
f7886140-c3a9-5bb0-9dc4-99612c3e3180,The ball is BLANK the box. The ball moves right. The ball is lower than the box.,0.13953488372093023,0.8332779605080398,43,3991.690322576752,4417.533973560785,14538.970967744868,21795.831719363174,action_nonfollows,context,under,above,2,context
fb50aa4f-e1a5-5502-b6c5-af9ac29e973f,Ali is to Mark's right. Ali turns around. Ali is to Mark's BLANK.,0.0,0.7844645405527362,27,8490.536842103264,21640.46650569815,9083.489473671505,9689.738967860027,two_refs_egocentric,target,right,left,1,target
fbf592f6-8ba1-5c3c-9621-b9b115f14b45,Ali is to the right of Mark. Mark looks to his left. Mark BLANK Ali.,0.17391304347826086,0.8340576562282991,23,29658.405882378713,110585.73851748345,5891.899999968927,6246.865441020527,two_refs_egocentric,target,can't see,sees,2,target
fd16ce5b-b6ff-590c-8c7d-97dea24f49f2,Mark is facing right and Ali is facing left. Mark turns to his left. Mark is facing BLANK Ali.,0.2,0.8660254037844388,25,4401.333333306842,3965.1729170491326,6972.955555550754,6309.958396732451,two_refs_egocentric,target,towards,away from,3,target
fe65df9a-14f6-5a27-8f01-1a0bed69b8e5,Ali is facing BLANK Chicago. Ali turns left. Chicago is right of Ali.,0.075,0.7970297423913427,40,3524.386206904105,4202.0881240051995,7186.113793097693,7224.923539384057,egocentric_distant,context,towards,away from,1,context
ff50283a-6025-5358-9f0a-de831120e8dc,Ali is right of the painting. Ali turns around. Ali is BLANK the painting.,-0.047619047619047616,0.7400128699009549,21,3829.5399999829865,3538.305121876061,47955.68666665436,152963.0974139228,egocentric_near,target,right of,left of,1,target
